,name,price,description,size,abv,list_of_flavors,style_list,avg_rating,num_rating,subtitle,current_date,product_link
224,Bulleit 10 Year Old Bourbon,£39.95,"Launched in 2013 in the USA, Bulleit's 10 Year Old Bourbon is now available on these shores. Rich and spicy with notes of vanilla, cinnamon and dried fruit, this is excellent value.",70cl,45.6%,"['Vanilla ', 'White Pepper', 'Cinnamon', 'Apricot', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,3,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/39230/bulleit-10-year-old-bourbon
225,"Catoctin Creek Roundstone Rye
80 Proof",£40.25,"The flagship whiskey of Virginia's Catoctin Creek – Roundstone Rye is the state's most awarded rye whiskey. Distilled from locally sourced organic ingredients at the Purcelville distillery, it's an old-fashioned rye whiskey with heaps of spice and toffee as well as a touch of citrus.",75cl,40%,"['Vanilla ', 'Grass', 'Lemon', 'Apple']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,2,American Rye Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/43062/catoctin-creek-roundstone-rye-80-proof
226,"Catoctin Creek Roundstone Rye
80 Proof",£40.25,"A sweet and spicy 100% rye whiskey from Virginia's Catoctin Creek, that is made at the Purcelville distillery using locally-sourced organic grain. Matured in American white oak casks, it offers notes of caramel, butter toffee, vanilla, lemon zest, ginger and white pepper throughout the palate.",70cl,40%,"['White Pepper', 'Ginger', 'Lemon', 'Toffee', 'Butter', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,American Rye Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/67290/catoctin-creek-roundstone-rye-80-proof
227,"Catoctin Creek Roundstone Rye
Cask Strength",£83.95,"This award-winning Virginian rye whiskey from Catoctin Creek is dark and rich, with plenty of spice in the form of aniseed and pepper. There’s also notes of toasty oak, toffee and candied citrus. Bottled at cask strength of 58%, a little water will unlock even more aromas and flavours.",70cl,58%,"['Vanilla ', 'Grass', 'Toffee', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,American Rye Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/43063/catoctin-creek-roundstone-rye-cask-strength
228,Catoctin Creek Roundstone Rye 92,£53.95,"This award-winning rye whiskey from Virginia’s Catoctin Creek offers plenty of spice, along with toasty oak, a hint of mint and ginger. Bottled at 92° proof (46% ABV) for more punch and robustness. Use this in place of bourbon for a spicier take on your favourite whiskey cocktails.",70cl,46%,"['Vanilla ', 'Ginger', 'Mint', 'Grass', 'Raspberry', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,American Rye Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/43061/catoctin-creek-roundstone-rye-92
229,Cedar Ridge Single Malt,£52.95,"A single malt whiskey from Iowa, made using two-row pale barley and matured in a range of casks, including wine barrels from Cedar Ridge Winery. Aromas of toffee apples, heather honey, pears and caramelised walnuts fill the nose, complemented by notes of leather, vanilla, oak, dark chocolate, red cherries and blackberries.",70cl,40%,"['Vanilla ', 'Blackberry', 'Cherry', 'Dark Chocolate', 'Leather', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,American Single Malt Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/57089/cedar-ridge-single-malt
230,"Coppersea Rye Batch 1
3 Year Old Boutique-y Whsiky Company",£59.95,"Coppersea is based in the Hudson Valley in New York, they grow and malt their own grain. This is a 100% rye whiskey and this is definitely not a shy and retiring Rye. With a lovely punchy spice and cherry wood, linseed oil notes, this is a distillery to keep a close eye on.",50cl,49.8%,"['White Pepper', 'Ginger', 'Cherry', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"American Rye Whisky
That Boutique-y Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/57424/coppersea-rye-batch-1-3-year-old-boutique-y-whsiky-company
231,"Copperworks 3 Year Old
Batch 1 That Boutique-y Whisky Company",£59.95,"A three-year-old Copperworks American single malt from That Boutique-y Whisky Company, matured in virgin American oak casks. Aromas of apples, sweet oak and green spices fill the nose, complemented by notes of skittles, cask char and honey on the palate.",50cl,50.7%,"['Grass', 'Apple', 'Honey ', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt American Whisky
That Boutique-y Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/56529/copperworks-3-year-old-batch-1-that-boutique-y-whisky-company
232,Corsair Wry Moon American Rye Spirit,£42.75,"An unaged small batch rye spirit from Corsair, designed for cocktails, distilled using the distillery's antique wash still and handmade pot still, and packed full of peppery spice.",75cl,46%,"['Vanilla ', 'White Pepper', 'Clove', 'Dried Fruit']",None,None,None,None,08/09/2022,https://www.thewhiskyexchange.com/p/18476/corsair-wry-moon-american-rye-spirit
233,Daddy Rack Tennessee Straight Whiskey,£37.45,"A small batch bourbon from Daddy Rack, made with a high corn mash bill and matured in Virgin American oak barrels. Aromas of maple, honey, oak spice and caramelised banana fill the nose, complemented by notes of roasted apples, smooth butter, banana, vanilla, nutmeg and salted popcorn throughout the palate.",70cl,40%,"['Vanilla ', 'Nutmeg', 'Apple', 'Banana', 'Honey ', 'Butter']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,Sour Mash Tennessee Straight Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/59791/daddy-rack-tennessee-straight-whiskey
234,Driftless Glen Small Batch 4 Year Old Bourbon,£56.95,"A small batch bourbon from Wisconsin's Driftless Glen distillery, made using a mashbill of 60% corn, 20% rye and 20% malted barley, and matured in virgin American oak barrels until it was bottled at four-years-old. Aromas of charred oak, soft spice and vanilla fill the nose, complemented a creamy texture and notes of caramel, vanilla, cinnamon, milk chocolate and red berries throughout the palate.",75cl,48%,"['Vanilla ', 'Cinnamon', 'Raspberry', 'Milk Chocolate', 'Oak', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Wisconsin Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/64639/driftless-glen-small-batch-4-year-old-bourbon
235,Driftless Glen Small Batch 4 Year Old Rye,£57.95,"A four-year-old rye whiskey from Driftless Glen distillery in Wisconsin, USA, that was made with a mash-bill of 75% rye and 25% malted barley, then matured in virgin American oak barrels. Aromas of salted caramel, star anise and milk chocolate fill the nose, complemented by notes of rye spice, caramel, cloves, ginger, cinnamon and chocolate throughout the palate.",75cl,48%,"['Ginger', 'Clove', 'Anise (star)', 'Cinnamon', 'Milk Chocolate', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Wisconsin Straight Rye Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/64638/driftless-glen-small-batch-4-year-old-rye
236,Duke Bourbon,£54.95,"Duke Bourbon is aged for at least five years in heavily charred American-oak barrels. Made by friends of John 'The Duke' Wayne's son, this is sweet with notes of vanilla and toffee.",75cl,44%,"['Vanilla ', 'Toffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,6,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/34954/duke-bourbon
237,"Bourbon Whiskey
Dumangin Batch 10",£70.95,"The 10th batch of smooth, sweet bourbon whiskey bottled by Specialites Dumangin J. Fils offers notes of vanilla, white pepper, sticky caramel and crunchy toffee apples.",70cl,48%,"['Vanilla ', 'White Pepper', 'Apple', 'Toffee', 'Caramel']",None,None,None,Dumangin,08/09/2022,https://www.thewhiskyexchange.com/p/59112/bourbon-whiskey-dumangin-batch-10
238,"Bourbon Whiskey
Ratafia Finish Dumangin Batch 005",£68.95,Batch 005 of Bourbon whiskey from indie bottler Dumangin has been finished in a Ratafia cask and bottled in January 2020.,70cl,46%,"['Nutmeg', 'Wine', 'Dark Chocolate', 'Hay', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Dumangin,08/09/2022,https://www.thewhiskyexchange.com/p/55475/bourbon-whiskey-ratafia-finish-dumangin-batch-005
239,E. H. Taylor Single Barrel,£120,"Named after the founding father of the bourbon industry, Colonel Edmund Haynes Taylor. This single barrel bourbon is aged inside warehouses which he built and the brand is owned by Buffalo Trace.

Tasting Notes (1)",75cl,50%,"['Orange ', 'Tobacco', 'Oak', 'Plums', 'Brioche']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,6,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/21903/e-h-taylor-single-barrel
240,E. H. Taylor Small Batch,£99.95,"Named after the founding father of the bourbon industry, Colonel Edmund Haynes Taylor. This small batch bourbon is aged inside warehouses which he built and the brand is owned by Buffalo Trace.

Tasting Notes (1)",75cl,50%,"['Vanilla ', 'Cinnamon', 'Oak', 'Stewed Fruit', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,5,"Small Batch Kentucky Straight Bourbon Whiskey
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/21584/e-h-taylor-small-batch
241,Eagle Rare 10 Year Old,£40.45,"A top-quality bourbon from Buffalo Trace, the Eagle Rare 10yo is deliciously fragrant and woody, and has to be one of the best bargains available in this price range.",70cl,45%,"['White Pepper', 'Ginger', 'Grass', 'Apple', 'Honey ', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,54,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/19992/eagle-rare-10-year-old
242,"Elijah Craig 12 Year Old Barrel Proof
(68.3%)",£115,"A sweet and spicy barrel proof (cask-strength) bottling of Elijah Craig at 68.3%. Aged for a minimum of 12 years, this has notes of caramel, vanilla, pepper and mint.",70cl,68.3%,None,None,None,None,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/67725/elijah-craig-12-year-old-barrel-proof-683
243,Elijah Craig Small Batch,£45.75,"The replacement for the hugely popular Elijah Craig 12 Year Old, this no age statement bourbon is created from spirit aged between eight and 12 years old. Notes of nuts, vanilla, coconut, dark fruit and caramel.",70cl,47%,"['Marmalade', 'Honey ', 'Fruit Cake', 'Stewed Fruit', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,7,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/40026/elijah-craig-small-batch
244,Elijah Craig 12 Year Old,£299,"""About as complete a bourbon aroma as you are likely to find...one of the most beautiful noses found anywhere in the world today. A bourbon to keep in the mouth forever."" Jim Murray",70cl,47%,"['Aniseed', 'Toffee', 'Oak', 'Stewed Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,46,Small Batch Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/1056/elijah-craig-12-year-old
245,Elmer T Lee 100 Year Tribute Single Barrel,"£1,250","A special release of Elmer T Lee Single Barrel bourbon from Buffalo Trace, celebrating what would have been the 100th birthday of Elmer T Lee, master distiller emeritus at Buffalo Trace.",75cl,50%,"['Vanilla ', 'Blackberry', 'Oak', 'Coffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/56041/elmer-t-lee-100-year-tribute-single-barrel
246,Evan Williams Extra Aged,£28.95,"The extra aged version of Evan Williams's solid sipping whiskey, one of the biggest sellers in the USA behind the similar looking Old No. 7.",70cl,43%,"['Black Pepper', 'Raisins ', 'Oil', 'Walnut', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,10,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/1060/evan-williams-extra-aged
247,"Evan Williams White Label
Bottled in Bond",£36.95,"A bottle of Evan Williams' higher-strength white label at 100 proof. Evan Williams is revered as the first ever commercial distiller in Kentucky (he started in 1783). Today, the whiskey bearing his name is made by Heaven Hill and is the second-biggest bourbon brand in the US.

Tasting Notes (1)",70cl,50%,"['Vanilla ', 'Black Pepper', 'Cinnamon', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,8,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/33294/evan-williams-white-label-bottled-in-bond
248,Ezra Brooks 99 Kentucky Straight Bourbon,£38.95,"A smooth, flavourful 99 Proof bourbon from Ezra Brooks, matured in Virgin American oak barrels and made with a rye-forward mash bill. The palate offers notes of caramel, vanilla, chocolate, green spice and creamy cereals that linger in the finish.",70cl,49.5%,"['Vanilla ', 'White Pepper', 'Grass', 'Milk Chocolate', 'Oak', 'Caramel']",None,None,None,Kentucky,08/09/2022,https://www.thewhiskyexchange.com/p/63783/ezra-brooks-99-kentucky-straight-bourbon
249,Ezra Brooks Black Label Bourbon,£25.95,"Awarded 89 points by Wine Enthusiast magazine, this was originally designed to compete with Jack Daniel's, which it did so well that JD (unsuccessfully) sued. Nonetheless, it is still a great whiskey in its own right.",70cl,40%,None,None,3,2,Kentucky Straight Bourbon Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/31088/ezra-brooks-black-label-bourbon
251,Ezra Brooks Straight Rye,£30.95,"A sweet and spicy straight rye whiskey from Ezra Brooks that offers hints of milk chocolate, leather, spicy grains and sweet oak.",70cl,45%,"['Milk Chocolate', 'Leather', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,1,Indiana Straight Rye Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/35028/ezra-brooks-straight-rye
252,FEW Cold Cut Bourbon with Cold Brew Coffee,£55.95,"FEW Cold Cut is a combination of bourbon and cold brew coffee, offering aromas of vanilla, toffee, orange zest, apple and coffee beans on the nose. The palate offers notes of cinnamon, cloves, caramel, espresso and honey-nut cornflakes.",70cl,46.5%,"['Clove', 'Cinnamon', 'Orange ', 'Apple', 'Coffee', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,None,08/09/2022,https://www.thewhiskyexchange.com/p/56083/few-cold-cut-bourbon-with-cold-brew-coffee
253,FEW Bourbon,£53.95,"A three grain bourbon from Chicago's FEW distillery, combining the legally required corn majority with spicy rye and a bit of malt to get things going.",70cl,46.5%,"['Vanilla ', 'Ginger', 'Clove', 'Apple', 'Toffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,16,None,08/09/2022,https://www.thewhiskyexchange.com/p/18461/few-bourbon
254,FEW Rye,£59.95,"A rye whiskey from Chicago's FEW distillery, named for temperance campaigner Frances Elizabeth Willard. This is rye heavy, with a touch of corn in the mix. Aged in air-dried oak barrels, this is a spicy offering.",70cl,46.5%,"['Black Pepper', 'Toffee', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,1,American Rye Spirit Drink,08/09/2022,https://www.thewhiskyexchange.com/p/29977/few-rye
